solver_id,true_archetype,strategy_naked_single,strategy_hidden_single,strategy_naked_pair,strategy_hidden_pair,strategy_naked_triple,strategy_pointing_pair,strategy_x_wing,strategy_swordfish,strategy_xy_wing,strategy_forcing_chain,strategy_guess_backtrack,strategy_pattern_overlay,count_naked_single,count_hidden_single,count_naked_pair,count_hidden_pair,count_naked_triple,count_pointing_pair,count_x_wing,count_swordfish,count_xy_wing,count_forcing_chain,count_guess_backtrack,count_pattern_overlay,avg_time_per_move,pause_frequency,thinking_time_variance,total_solving_time,total_errors,error_rate,correction_time,same_error_repeated,error_recovery_efficiency,hints_used_total,hint_dependency_ratio,hints_per_puzzle,give_up_rate,persistence_score,verification_checks,verification_rate,success_rate,avg_puzzle_difficulty,strategy_diversity,advanced_strategy_ratio,basic_strategy_ratio,total_puzzles_attempted,total_moves,session_count
568,Intuitive_Patterner,0.2625570776255708,0.182648401826484,0.0547945205479452,0.04337899543378995,0.0136986301369863,0.091324200913242,0.05707762557077625,0.0273972602739726,0.0045662100456621,0.01598173515981735,0.10730593607305935,0.13926940639269406,115,80,24,19,6,40,25,12,2,7,47,61,5.234753601271002,0.4131336309280428,9.373962378278222,2292.822077356699,41,0.09360730593607305,94.75705815218164,10,0.7560975609756098,1,0.02,0.02,0.23149562085988729,0.7549601107665821,7,0.01598173515981735,0.8399259018504315,1,1.0,0.3515981735159817,0.4452054794520548,50,438,23
569,Intuitive_Patterner,0.2688888888888889,0.20222222222222222,0.06444444444444444,0.06666666666666667,0.011111111111111112,0.09333333333333334,0.05333333333333334,0.011111111111111112,0.011111111111111112,0.008888888888888889,0.12444444444444444,0.08444444444444445,121,91,29,30,5,42,24,5,5,4,56,38,34.607273274510106,0.2440031406342586,1.475708111937803,15573.272973529547,33,0.07333333333333333,5.102576106144813,7,0.7878787878787878,0,0.0,0.0,0.2662160040373456,0.7642097105369471,4,0.008888888888888889,0.7910347792591456,4,1.0,0.29333333333333333,0.4711111111111111,50,450,23
570,Intuitive_Patterner,0.25635103926096997,0.17090069284064666,0.06466512702078522,0.050808314087759814,0.009237875288683603,0.10392609699769054,0.053117782909930716,0.018475750577367205,0.016166281755196306,0.011547344110854504,0.15011547344110854,0.09468822170900693,111,74,28,22,4,45,23,8,7,5,65,41,23.625170939947928,0.18874575997223708,12.04383451552361,10229.699016997452,31,0.07159353348729793,2.422378986411513,8,0.7419354838709677,4,0.08,0.08,0.2316531247562701,0.7266286959176784,3,0.006928406466512702,0.724216254279636,1,1.0,0.3441108545034642,0.42725173210161665,50,433,20
571,Intuitive_Patterner,0.2673913043478261,0.18043478260869567,0.06521739130434782,0.043478260869565216,0.008695652173913044,0.09347826086956522,0.03695652173913044,0.013043478260869565,0.013043478260869565,0.013043478260869565,0.16304347826086957,0.10217391304347827,123,83,30,20,4,43,17,6,6,6,75,47,13.637588777556504,0.2497885147862928,27.15362614493862,6273.2908376759915,36,0.0782608695652174,136.78647593822797,9,0.75,3,0.06,0.06,0.2796320241109412,0.7432027542280681,5,0.010869565217391304,0.8007814891937683,3,1.0,0.34130434782608693,0.44782608695652176,50,460,26
572,Intuitive_Patterner,0.3055555555555556,0.13675213675213677,0.0641025641025641,0.042735042735042736,0.017094017094017096,0.08333333333333333,0.07051282051282051,0.017094017094017096,0.010683760683760684,0.002136752136752137,0.14743589743589744,0.10256410256410256,143,64,30,20,8,39,33,8,5,1,69,48,25.101532510966805,0.16577461706327187,5.295014718658808,11747.517215132464,39,0.08333333333333333,30.87667467987707,9,0.7692307692307693,6,0.12,0.12,0.250501822123986,0.7337424430831724,4,0.008547008547008548,0.6595083251949101,1,1.0,0.3504273504273504,0.4423076923076923,50,468,17
573,Intuitive_Patterner,0.2744186046511628,0.1930232558139535,0.05116279069767442,0.07441860465116279,0.0069767441860465115,0.09302325581395349,0.046511627906976744,0.0069767441860465115,0.013953488372093023,0.004651162790697674,0.14883720930232558,0.08604651162790698,118,83,22,32,3,40,20,3,6,2,64,37,17.16783429241238,0.4475612459415435,9.337744984952607,7382.168745737324,44,0.10232558139534884,4.9353640446695275,13,0.7045454545454546,0,0.0,0.0,0.2619738270509125,0.7617760654779463,8,0.018604651162790697,0.8228036167058622,2,1.0,0.30697674418604654,0.46744186046511627,50,430,27
574,Intuitive_Patterner,0.255125284738041,0.1548974943052392,0.05466970387243736,0.08428246013667426,0.015945330296127564,0.09111617312072894,0.05466970387243736,0.015945330296127564,0.00683371298405467,0.011389521640091117,0.15034168564920272,0.10478359908883828,112,68,24,37,7,40,24,7,3,5,66,46,5.458782576618133,0.16025330814529803,20.40251112668097,2396.4055511353604,31,0.07061503416856492,22.902516944645075,7,0.7741935483870968,2,0.04,0.04,0.1346073299306085,0.7602658932898537,3,0.00683371298405467,0.5830782501353409,2,1.0,0.3439635535307517,0.41002277904328016,50,439,32
575,Intuitive_Patterner,0.26898047722342733,0.175704989154013,0.0737527114967462,0.0455531453362256,0.019522776572668113,0.0911062906724512,0.05639913232104121,0.008676789587852495,0.008676789587852495,0.02386117136659436,0.14316702819956617,0.08459869848156182,124,81,34,21,9,42,26,4,4,11,66,39,13.802392090191727,0.5420226109519185,25.33061539181147,6362.902753578386,37,0.08026030368763558,32.18256261698171,12,0.6756756756756757,5,0.1,0.1,0.20392228018270092,0.7209274291625484,2,0.004338394793926247,0.8253895024436773,1,1.0,0.32537960954446854,0.44468546637744033,50,461,18
576,Hybrid_Int_Ada,0.20997885835095137,0.13386892177589854,0.07844397463002115,0.07590697674418605,0.04634249471458775,0.10088794926004228,0.07971247357293869,0.04887949260042284,0.053564482029598307,0.024879492600422833,0.08264693446088796,0.06488794926004228,134,74,24,22,5,48,25,7,17,7,62,48,26.295664336819172,0.22839646027066948,0.7222417170415714,12437.849231315467,40,0.08456659619450317,11.121630828842813,11,0.725,1,0.02,0.02,0.2881964066205586,0.7793858055564392,3,0.006342494714587738,0.8396743204421494,1,1.0,0.35095137420718814,0.4397463002114165,50,473,18
577,Intuitive_Patterner,0.26713947990543735,0.17494089834515367,0.07092198581560284,0.07092198581560284,0.018912529550827423,0.07328605200945626,0.0425531914893617,0.014184397163120567,0.02127659574468085,0.01182033096926714,0.13238770685579196,0.1016548463356974,113,74,30,30,8,31,18,6,9,5,56,43,5.756370629220223,0.11287846653725075,16.742361500701215,2434.9447761601546,34,0.08037825059101655,46.45140283458328,10,0.7058823529411765,3,0.06,0.06,0.2678113773168156,0.7549824049308017,2,0.004728132387706856,0.7599453625482275,3,1.0,0.32387706855791965,0.44208037825059104,50,423,31
578,Hybrid_Int_Adv,0.23161290322580644,0.1774193548387097,0.08838709677419354,0.08838709677419354,0.04258064516129033,0.09161290322580645,0.07870967741935483,0.030322580645161294,0.02232258064516129,0.011161290322580645,0.07612903225806451,0.061354838709677416,133,91,22,22,2,40,30,8,8,4,59,46,0.9349276014544387,0.4827319290477275,0.8917706157367368,434.74133467631395,36,0.07741935483870968,38.64749739052771,13,0.6388888888888888,2,0.04,0.04,0.1972969153798469,0.7535982226406036,7,0.015053763440860216,0.732832801171238,1,1.0,0.3333333333333333,0.4817204301075269,50,465,25
579,Hybrid_Int_Spe,0.339689578713969,0.24106430155210642,0.061241685144124175,0.053259423503325944,0.011973392461197338,0.07318847006651885,0.03592017738359202,0.003991130820399113,0.010643015521064302,0.003991130820399113,0.10384035476718403,0.061197339246119725,105,91,31,25,9,49,27,3,8,3,54,46,9.266759670034629,0.20474376048194465,11.147749095150449,4179.308611185617,30,0.06651884700665188,2.8994048710100158,7,0.7666666666666667,3,0.06,0.06,0.20466472132026056,0.7240530518011691,6,0.013303769401330377,0.7021378276452501,2,1.0,0.31263858093126384,0.43458980044345896,50,451,36
580,Intuitive_Patterner,0.26881720430107525,0.15698924731182795,0.053763440860215055,0.047311827956989246,0.004301075268817204,0.07956989247311828,0.07956989247311828,0.017204301075268817,0.01935483870967742,0.015053763440860216,0.15913978494623657,0.0989247311827957,125,73,25,22,2,37,37,8,9,7,74,46,16.328087440831307,0.30184283263579686,24.62883234976332,7592.560659986558,36,0.07741935483870968,12.736620198735864,12,0.6666666666666666,2,0.04,0.04,0.26984317526229007,0.7235461742872301,4,0.008602150537634409,0.585268200835557,1,1.0,0.38924731182795697,0.4258064516129032,50,465,20
581,Intuitive_Patterner,0.26096997690531176,0.17090069284064666,0.06466512702078522,0.057736720554272515,0.016166281755196306,0.09699769053117784,0.09468822170900693,0.011547344110854504,0.013856812933025405,0.011547344110854504,0.12933025404157045,0.07159353348729793,113,74,28,25,7,42,41,5,6,5,56,31,4.029521192343095,0.16858783009756304,1.9306811426870287,1744.7826762845602,46,0.10623556581986143,74.32578086689699,17,0.6304347826086957,4,0.08,0.08,0.24096948304828533,0.7320955347669603,3,0.006928406466512702,0.8434568303081442,2,1.0,0.3325635103926097,0.43187066974595845,50,433,24
582,Intuitive_Patterner,0.2560386473429952,0.1859903381642512,0.07004830917874397,0.05555555555555555,0.024154589371980676,0.14009661835748793,0.057971014492753624,0.0024154589371980675,0.01932367149758454,0.00966183574879227,0.10869565217391304,0.07004830917874397,106,77,29,23,10,58,24,1,8,4,45,29,21.443799040249957,0.22874583863015205,18.682675306809053,8877.732802663482,30,0.07246376811594203,22.518518785924876,8,0.7333333333333333,3,0.06,0.06,0.2678633885830523,0.7641637967344559,2,0.004830917874396135,0.7918404057520154,3,1.0,0.26811594202898553,0.4420289855072464,50,414,20
583,Intuitive_Patterner,0.266384778012685,0.16701902748414377,0.05919661733615222,0.06765327695560254,0.010570824524312896,0.1014799154334038,0.0613107822410148,0.02536997885835095,0.006342494714587738,0.008456659619450317,0.13742071881606766,0.08879492600422834,126,79,28,32,5,48,29,12,3,4,65,42,9.101029697132509,0.16281961211055546,1.0953179811863123,4304.787046743677,34,0.07188160676532769,20.4297346161503,7,0.7941176470588235,2,0.04,0.04,0.2721192361637281,0.7580129270057071,2,0.004228329809725159,0.7721921104728627,3,1.0,0.3276955602536998,0.4334038054968288,50,473,19
584,Intuitive_Patterner,0.27684964200477324,0.19809069212410502,0.05250596658711217,0.0477326968973747,0.00954653937947494,0.08591885441527446,0.059665871121718374,0.02386634844868735,0.016706443914081145,0.007159904534606206,0.1288782816229117,0.09307875894988067,116,83,22,20,4,36,25,10,7,3,54,39,10.487759663230527,0.5837098716199614,2.1775890820913517,4394.37129889359,47,0.11217183770883055,1.541517631175388,16,0.6595744680851063,3,0.06,0.06,0.25285843775452,0.8007165753964179,4,0.00954653937947494,0.6182724239383576,2,1.0,0.32935560859188545,0.47494033412887826,50,419,28
585,Intuitive_Patterner,0.30434782608695654,0.16933638443935928,0.04805491990846682,0.057208237986270026,0.013729977116704805,0.09839816933638444,0.04805491990846682,0.004576659038901602,0.02745995423340961,0.002288329519450801,0.14645308924485126,0.08009153318077804,133,74,21,25,6,43,21,2,12,1,64,35,6.810962361012589,0.2845358579687383,4.007843908158396,2976.390551762501,49,0.11212814645308924,30.447277904612665,20,0.5918367346938775,2,0.04,0.04,0.3583862060309814,0.7533819054439869,1,0.002288329519450801,0.8297018385362733,4,1.0,0.30892448512585813,0.47368421052631576,50,437,25
586,Intuitive_Patterner,0.2632850241545894,0.17632850241545894,0.06763285024154589,0.06521739130434782,0.007246376811594203,0.08695652173913043,0.04830917874396135,0.03140096618357488,0.012077294685990338,0.024154589371980676,0.14009661835748793,0.07729468599033816,109,73,28,27,3,36,20,13,5,10,58,32,29.661713752395464,0.7409875337888324,2.8118149247492856,12279.949493491722,40,0.0966183574879227,23.76626415921732,7,0.825,3,0.06,0.06,0.22555843809280612,0.725069562323374,4,0.00966183574879227,0.7018581172128969,2,1.0,0.3333333333333333,0.4396135265700483,50,414,30
587,Intuitive_Patterner,0.26651480637813213,0.19817767653758542,0.06150341685649203,0.07517084282460136,0.00683371298405467,0.0888382687927107,0.05466970387243736,0.015945330296127564,0.015945330296127564,0.00683371298405467,0.14123006833712984,0.0683371298405467,117,87,27,33,3,39,24,7,7,3,62,30,4.5776993219667785,0.10477945305389837,5.685330098895296,2009.6100023434158,17,0.0387243735763098,18.630431105755292,5,0.7058823529411765,3,0.06,0.06,0.2825977961152465,0.7460628981921386,4,0.009111617312072893,0.8210027816714898,3,1.0,0.30296127562642367,0.4646924829157175,50,439,19
588,Intuitive_Patterner,0.26651480637813213,0.20501138952164008,0.06150341685649203,0.04100227790432802,0.004555808656036446,0.11161731207289294,0.06150341685649203,0.009111617312072893,0.004555808656036446,0.01366742596810934,0.11161731207289294,0.10933940774487472,117,90,27,18,2,49,27,4,2,6,49,48,8.261084883924635,0.1192335878626788,6.150478441188806,3626.6162640429147,34,0.0774487471526196,6.482848212401267,16,0.5294117647058824,3,0.06,0.06,0.21424761011015903,0.7484131250500269,3,0.00683371298405467,0.7405998283286279,3,1.0,0.3097949886104784,0.4715261958997722,50,439,25
589,Intuitive_Patterner,0.2962962962962963,0.16339869281045752,0.058823529411764705,0.07625272331154684,0.0196078431372549,0.06318082788671024,0.054466230936819175,0.026143790849673203,0.010893246187363835,0.008714596949891068,0.13507625272331156,0.08714596949891068,136,75,27,35,9,29,25,12,5,4,62,40,6.320401550201265,0.36688116434722906,0.11516278486313589,2901.064311542381,42,0.0915032679738562,16.43126550487927,15,0.6428571428571429,1,0.02,0.02,0.15267006611743855,0.7295285827965796,3,0.006535947712418301,0.7883769696089385,1,1.0,0.3224400871459695,0.4596949891067538,50,459,15
590,Intuitive_Patterner,0.2555066079295154,0.18061674008810572,0.046255506607929514,0.05726872246696035,0.022026431718061675,0.1013215859030837,0.037444933920704845,0.011013215859030838,0.006607929515418502,0.019823788546255508,0.14096916299559473,0.1211453744493392,116,82,21,26,10,46,17,5,3,9,64,55,2.8580705889620175,0.4102721575476646,4.02568995579517,1297.5640473887559,26,0.05726872246696035,17.70802250924487,7,0.7307692307692307,2,0.04,0.04,0.28674151230745004,0.7426474317809372,5,0.011013215859030838,0.7351146302874144,2,1.0,0.3370044052863436,0.43612334801762115,50,454,26
591,Intuitive_Patterner,0.24719101123595505,0.15056179775280898,0.060674157303370786,0.09438202247191012,0.006741573033707865,0.0898876404494382,0.051685393258426963,0.011235955056179775,0.008988764044943821,0.01348314606741573,0.16404494382022472,0.10112359550561797,110,67,27,42,3,40,23,5,4,6,73,45,14.673768815526529,0.18993190676560176,10.144455783322739,6529.827122909305,37,0.08314606741573034,18.821207292138812,20,0.4594594594594595,4,0.08,0.08,0.1606800456248279,0.7926217865842197,6,0.01348314606741573,0.6835598839481517,2,1.0,0.350561797752809,0.39775280898876403,50,445,30
592,Intuitive_Patterner,0.27253668763102723,0.1970649895178197,0.05870020964360587,0.04612159329140461,0.008385744234800839,0.09853249475890985,0.041928721174004195,0.008385744234800839,0.010482180293501049,0.014675052410901468,0.1488469601677149,0.09433962264150944,130,94,28,22,4,47,20,4,5,7,71,45,3.1668376172485946,0.0625638110945656,23.79638354916578,1510.5815434275796,38,0.07966457023060797,3.597856280275057,9,0.7631578947368421,2,0.04,0.04,0.25680821403565146,0.7688384752538878,2,0.0041928721174004195,0.6850485112707062,1,1.0,0.31865828092243187,0.469601677148847,50,477,23
593,Intuitive_Patterner,0.2896551724137931,0.13333333333333333,0.06436781609195402,0.04367816091954023,0.013793103448275862,0.09195402298850575,0.07586206896551724,0.004597701149425287,0.009195402298850575,0.006896551724137931,0.15402298850574714,0.11264367816091954,126,58,28,19,6,40,33,2,4,3,67,49,6.273738023058059,0.31417741350681894,20.404199443263185,2729.0760400302556,37,0.08505747126436781,29.932546242137064,9,0.7567567567567568,2,0.04,0.04,0.21625514640525953,0.7992940396864433,7,0.016091954022988506,0.6995047060531348,1,1.0,0.3632183908045977,0.42298850574712643,50,435,33
594,Intuitive_Patterner,0.30855855855855857,0.16891891891891891,0.038288288288288286,0.060810810810810814,0.02027027027027027,0.08333333333333333,0.05405405405405406,0.018018018018018018,0.009009009009009009,0.009009009009009009,0.14864864864864866,0.08108108108108109,137,75,17,27,9,37,24,8,4,4,66,36,11.33304436442576,0.4731646872309014,8.371913525071037,5031.871697805037,42,0.0945945945945946,18.639647006256947,9,0.7857142857142857,2,0.04,0.04,0.25135996870914545,0.7197435201412966,2,0.0045045045045045045,0.7034946671375263,2,1.0,0.31981981981981983,0.4774774774774775,50,444,26
595,Intuitive_Patterner,0.2660753880266075,0.1951219512195122,0.07095343680709534,0.04212860310421286,0.015521064301552107,0.10199556541019955,0.06651884700665188,0.011086474501108648,0.011086474501108648,0.017738359201773836,0.11529933481152993,0.08647450110864745,120,88,32,19,7,46,30,5,5,8,52,39,17.040169006478596,0.1763421486035125,0.4211558406825617,7685.116221921847,45,0.09977827050997783,24.807121009698232,13,0.7111111111111111,2,0.04,0.04,0.29423852715192356,0.7330382602946446,3,0.0066518847006651885,0.6855314587783302,1,1.0,0.3082039911308204,0.4611973392461197,50,451,21
596,Intuitive_Patterner,0.2348993288590604,0.21029082774049218,0.053691275167785234,0.035794183445190156,0.0022371364653243847,0.10738255033557047,0.0738255033557047,0.017897091722595078,0.0044742729306487695,0.020134228187919462,0.12527964205816555,0.11409395973154363,105,94,24,16,1,48,33,8,2,9,56,51,9.620131303999889,0.16133390425845615,8.684972060376568,4300.1986928879505,33,0.0738255033557047,76.01510601040334,5,0.8484848484848485,1,0.02,0.02,0.3083477973786911,0.7207452087030453,2,0.0044742729306487695,0.7568465237737393,1,1.0,0.35570469798657717,0.4451901565995526,50,447,21
597,Intuitive_Patterner,0.2945054945054945,0.189010989010989,0.05274725274725275,0.05274725274725275,0.013186813186813187,0.1010989010989011,0.05714285714285714,0.015384615384615385,0.006593406593406593,0.015384615384615385,0.1076923076923077,0.0945054945054945,134,86,24,24,6,46,26,7,3,7,49,43,6.607291138083432,0.26560085673611833,8.122236043758086,3006.3174678279615,46,0.1010989010989011,0.05465834064172377,13,0.717391304347826,0,0.0,0.0,0.22513196040127909,0.716035261156223,6,0.013186813186813187,0.7379258988088941,1,1.0,0.2967032967032967,0.4835164835164835,50,455,21
598,Hybrid_Int_Ada,0.19,0.1709090909090909,0.08481818181818182,0.07254545454545455,0.04272727272727273,0.0931818181818182,0.08481818181818182,0.0440909090909091,0.03881818181818182,0.022818181818181817,0.07763636363636364,0.07763636363636364,110,96,27,18,2,39,27,3,5,5,54,54,25.212092591558804,0.35421448641377845,0.8077552917297188,11093.320740285873,37,0.08409090909090909,0.8775307631205722,10,0.7297297297297297,4,0.08,0.08,0.274703032507343,0.7572268894953319,1,0.0022727272727272726,0.7390370616604345,1,1.0,0.33636363636363636,0.4681818181818182,50,440,26
599,Intuitive_Patterner,0.25272331154684097,0.1655773420479303,0.0784313725490196,0.06971677559912855,0.015250544662309368,0.09586056644880174,0.06971677559912855,0.004357298474945534,0.004357298474945534,0.006535947712418301,0.13071895424836602,0.10675381263616558,116,76,36,32,7,44,32,2,2,3,60,49,3.3074866489232746,0.1879865122070431,3.878786943244755,1518.136371855783,39,0.08496732026143791,39.35014911897155,10,0.7435897435897436,1,0.02,0.02,0.241191823472517,0.7827136419744282,4,0.008714596949891068,0.6333277780958703,3,1.0,0.3224400871459695,0.41830065359477125,50,459,29
600,Intuitive_Patterner,0.25389755011135856,0.1403118040089087,0.0556792873051225,0.042316258351893093,0.015590200445434299,0.0779510022271715,0.0801781737193764,0.013363028953229399,0.024498886414253896,0.0066815144766146995,0.18262806236080179,0.10690423162583519,114,63,25,19,7,35,36,6,11,3,82,48,11.647549352490374,0.053592282143693014,12.439315499950611,5229.749659268178,37,0.08240534521158129,21.98291638733763,11,0.7027027027027027,1,0.02,0.02,0.32467858458995275,0.7608290218781636,4,0.008908685968819599,0.8203911477879982,1,1.0,0.4142538975501114,0.39420935412026725,50,449,23
601,Intuitive_Patterner,0.27455357142857145,0.19419642857142858,0.06919642857142858,0.0625,0.011160714285714286,0.08705357142857142,0.07142857142857142,0.011160714285714286,0.013392857142857142,0.008928571428571428,0.11160714285714286,0.08482142857142858,123,87,31,28,5,39,32,5,6,4,50,38,2.8042786571389726,0.2675788370688673,18.36657839750444,1256.3168383982597,31,0.06919642857142858,28.861121321559242,8,0.7419354838709677,2,0.04,0.04,0.22130166344377997,0.7352881350988738,4,0.008928571428571428,0.6191713768931899,2,1.0,0.3013392857142857,0.46875,50,448,19
602,Intuitive_Patterner,0.25555555555555554,0.13333333333333333,0.06222222222222222,0.07333333333333333,0.008888888888888889,0.12,0.07111111111111111,0.013333333333333334,0.013333333333333334,0.015555555555555555,0.12,0.11333333333333333,115,60,28,33,4,54,32,6,6,7,54,51,18.76209595154052,0.3306281632848027,0.05914256480375765,8442.943178193234,30,0.06666666666666667,2.6225788421475396,13,0.5666666666666667,2,0.04,0.04,0.15848718947936674,0.7796243539204877,3,0.006666666666666667,0.6831717515819911,1,1.0,0.3466666666666667,0.3888888888888889,50,450,19
603,Intuitive_Patterner,0.2818181818181818,0.17272727272727273,0.05454545454545454,0.04772727272727273,0.01818181818181818,0.08863636363636364,0.056818181818181816,0.0,0.01818181818181818,0.013636363636363636,0.15227272727272728,0.09545454545454546,124,76,24,21,8,39,25,0,8,6,67,42,10.658682163651715,0.13559186402623327,5.472190972147255,4689.820152006755,36,0.08181818181818182,37.17753135744299,10,0.7222222222222222,1,0.02,0.02,0.24753951539611307,0.7772658033033155,2,0.004545454545454545,0.8153243502777808,1,0.9166666666666666,0.33636363636363636,0.45454545454545453,50,440,30
604,Intuitive_Patterner,0.2720763723150358,0.2052505966587112,0.04295942720763723,0.06921241050119331,0.014319809069212411,0.09785202863961814,0.05250596658711217,0.0,0.01909307875894988,0.007159904534606206,0.1431980906921241,0.07637231503579953,114,86,18,29,6,41,22,0,8,3,60,32,2.3675568993901024,0.40405247030421015,10.345324398511963,992.0063408444529,30,0.07159904534606205,0.5479550796582525,11,0.6333333333333333,2,0.04,0.04,0.23520835982884344,0.7669088487495742,3,0.007159904534606206,0.898411589410248,1,0.9166666666666666,0.29832935560859186,0.477326968973747,50,419,24
605,Intuitive_Patterner,0.270509977827051,0.19068736141906872,0.06651884700665188,0.0598669623059867,0.017738359201773836,0.06873614190687362,0.04434589800443459,0.013303769401330377,0.008869179600886918,0.022172949002217297,0.15299334811529933,0.08425720620842572,122,86,30,27,8,31,20,6,4,10,69,38,10.93186263292737,0.14671587482432044,1.644131796733495,4930.2700474502435,40,0.08869179600886919,61.07345496832784,14,0.65,1,0.02,0.02,0.24989179036231335,0.7472679720834626,4,0.008869179600886918,0.7430271225272042,1,1.0,0.3259423503325942,0.4611973392461197,50,451,30
606,Intuitive_Patterner,0.22061855670103092,0.19381443298969073,0.049484536082474224,0.04536082474226804,0.01443298969072165,0.09896907216494845,0.05360824742268041,0.030927835051546393,0.01443298969072165,0.008247422680412371,0.1711340206185567,0.09896907216494845,107,94,24,22,7,48,26,15,7,4,83,48,9.160217739712747,0.49114658897844055,7.76627786437974,4442.705603760683,34,0.07010309278350516,37.982056472600746,5,0.8529411764705882,2,0.04,0.04,0.23911080693508632,0.7815866850476791,5,0.010309278350515464,0.7773523991523473,2,1.0,0.37731958762886597,0.4144329896907217,50,485,23
607,Hybrid_Int_Ada,0.1992920353982301,0.13955752212389383,0.08118584070796461,0.07587610619469026,0.046637168141592925,0.10769911504424778,0.07853097345132744,0.05061946902654868,0.03465486725663717,0.02529203539823009,0.08895575221238938,0.07169911504424778,120,75,25,21,5,51,23,8,2,7,64,51,19.480884862426006,0.26926355694124965,20.075840020355443,8805.359957816554,32,0.07079646017699115,26.32894781834615,11,0.65625,3,0.06,0.06,0.16676742708596923,0.736714579798563,3,0.00663716814159292,0.6916483807931236,1,1.0,0.34292035398230086,0.4314159292035398,50,452,20
608,Intuitive_Patterner,0.3030973451327434,0.1570796460176991,0.0420353982300885,0.03982300884955752,0.022123893805309734,0.10176991150442478,0.05309734513274336,0.01327433628318584,0.015486725663716814,0.004424778761061947,0.15265486725663716,0.09513274336283185,137,71,19,18,10,46,24,6,7,2,69,43,9.816858307014211,0.45192488102052797,25.69051204794397,4437.219954770423,32,0.07079646017699115,67.34640208680302,12,0.625,0,0.0,0.0,0.2419774172552752,0.7040952301873677,4,0.008849557522123894,0.8454038751701295,2,1.0,0.334070796460177,0.46017699115044247,50,452,18
609,Intuitive_Patterner,0.3047404063205418,0.14446952595936793,0.04740406320541761,0.04740406320541761,0.013544018058690745,0.12415349887133183,0.06997742663656885,0.011286681715575621,0.020316027088036117,0.006772009029345372,0.11963882618510158,0.09029345372460497,135,64,21,21,6,55,31,5,9,3,53,40,11.327155133456184,0.3519550238687564,1.4573709903561118,5017.92972412109,32,0.07223476297968397,43.48900877866292,7,0.78125,3,0.06,0.06,0.3380232314233535,0.7543398873102438,3,0.006772009029345372,0.8094853732074709,3,1.0,0.3182844243792325,0.4492099322799097,50,443,22
610,Hybrid_Int_Adv,0.20746987951807228,0.1959036144578313,0.10192771084337349,0.09469879518072288,0.04722891566265061,0.09783132530120484,0.07614457831325303,0.030120481927710847,0.013445783132530122,0.011783132530120482,0.06650602409638554,0.05693975903614457,102,94,29,24,5,40,25,7,1,4,46,38,21.087611999447173,0.5448272727443748,14.582844736519515,8751.358979770577,30,0.07228915662650602,9.286586141562847,7,0.7666666666666667,3,0.06,0.06,0.3005704004182007,0.7692354764044463,2,0.004819277108433735,0.8565124596355904,2,1.0,0.29156626506024097,0.472289156626506,50,415,27
611,Intuitive_Patterner,0.2737306843267108,0.20750551876379691,0.037527593818984545,0.059602649006622516,0.017660044150110375,0.09713024282560706,0.0640176600441501,0.006622516556291391,0.01545253863134658,0.004415011037527594,0.1368653421633554,0.07947019867549669,124,94,17,27,8,44,29,3,7,2,62,36,16.600924574862667,0.2787056683732069,3.1708942229007153,7520.218832412788,35,0.0772626931567329,18.00483832097668,13,0.6285714285714286,2,0.04,0.04,0.2600583196282917,0.7548359100203834,5,0.011037527593818985,0.8569521960390136,4,1.0,0.3068432671081678,0.48123620309050774,50,453,27
612,Intuitive_Patterner,0.2643171806167401,0.19823788546255505,0.05286343612334802,0.05286343612334802,0.013215859030837005,0.1013215859030837,0.06828193832599119,0.01762114537444934,0.004405286343612335,0.00881057268722467,0.15638766519823788,0.06167400881057269,120,90,24,24,6,46,31,8,2,4,71,28,19.116042903206637,0.24289898936078652,18.753290759609577,8678.683478055813,27,0.05947136563876652,131.89193427327106,8,0.7037037037037037,1,0.02,0.02,0.16399636338545773,0.7327722852555816,4,0.00881057268722467,0.6771052451430626,2,1.0,0.31718061674008813,0.46255506607929514,50,454,23
613,Intuitive_Patterner,0.30344827586206896,0.1724137931034483,0.052873563218390804,0.09425287356321839,0.016091954022988506,0.09885057471264368,0.04827586206896552,0.009195402298850575,0.0022988505747126436,0.013793103448275862,0.11494252873563218,0.0735632183908046,132,75,23,41,7,43,21,4,1,6,50,32,13.268816623314947,0.2423680285447929,0.48042070952885935,5771.9352311420025,37,0.08505747126436781,14.839329555785257,9,0.7567567567567568,3,0.06,0.06,0.24261231189322838,0.7678064837513243,4,0.009195402298850575,0.8827035841005024,2,1.0,0.2620689655172414,0.47586206896551725,50,435,29
614,Intuitive_Patterner,0.23356009070294784,0.19727891156462585,0.061224489795918366,0.05215419501133787,0.0045351473922902496,0.12471655328798185,0.05668934240362812,0.024943310657596373,0.011337868480725623,0.009070294784580499,0.12244897959183673,0.10204081632653061,103,87,27,23,2,55,25,11,5,4,54,45,5.478914345460517,0.10886249187140093,19.55573278741734,2416.201226348088,35,0.07936507936507936,11.804453542682092,10,0.7142857142857143,2,0.04,0.04,0.294749098617,0.74860083466479,2,0.0045351473922902496,0.8152023354033064,1,1.0,0.32653061224489793,0.4308390022675737,50,441,26
